LEA,SCHOOL_NAME,1314_GRADES_SERVED,1415_GRADES_SERVED,1516_GRADES_SERVED,1617_GRADES_SERVED,1718_GRADES_SERVED,1819_GRADES_SERVED,1920_GRADES_SERVED,2021_GRADES_SERVED,2122_GRADES_SERVED,2223_GRADES_SERVED,2324_GRADES_SERVED,1314_ACT_NUM_TESTED,1415_ACT_NUM_TESTED,1516_ACT_NUM_TESTED,1617_ACT_NUM_TESTED,1718_ACT_NUM_TESTED,1819_ACT_NUM_TESTED,1920_ACT_NUM_TESTED,2021_ACT_NUM_TESTED,2122_ACT_NUM_TESTED,2223_ACT_NUM_TESTED,2324_ACT_NUM_TESTED,1314_ACT_NUM_TESTED_12,1415_ACT_NUM_TESTED_12,1516_ACT_NUM_TESTED_12,1617_ACT_NUM_TESTED_12,1718_ACT_NUM_TESTED_12,1819_ACT_NUM_TESTED_12,1920_ACT_NUM_TESTED_12,2021_ACT_NUM_TESTED_12,2122_ACT_NUM_TESTED_12,2223_ACT_NUM_TESTED_12,2324_ACT_NUM_TESTED_12,1314_ACT_COMP,1415_ACT_COMP,1516_ACT_COMP,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,2324_ACT_COMP,1314_ACT_MATH,1415_ACT_MATH,1516_ACT_MATH,1617_ACT_MATH,1718_ACT_MATH,1819_ACT_MATH,1920_ACT_MATH,2021_ACT_MATH,2122_ACT_MATH,2223_ACT_MATH,2324_ACT_MATH,1314_ACT_READ,1415_ACT_READ,1516_ACT_READ,1617_ACT_READ,1718_ACT_READ,1819_ACT_READ,1920_ACT_READ,2021_ACT_READ,2122_ACT_READ,2223_ACT_READ,2324_ACT_READ,1314_ACT_SCIENCE,1415_ACT_SCIENCE,1516_ACT_SCIENCE,1617_ACT_SCIENCE,1718_ACT_SCIENCE,1819_ACT_SCIENCE,1920_ACT_SCIENCE,2021_ACT_SCIENCE,2122_ACT_SCIENCE,2223_ACT_SCIENCE,2324_ACT_SCIENCE,1314_AP_PASS,1415_AP_PASS,1516_AP_PASS,1617_AP_PASS,1718_AP_PASS,1819_AP_PASS,1920_AP_PASS,2021_AP_PASS,2122_AP_PASS,2223_AP_PASS,2324_AP_PASS,1314_AP_EXAMS,1415_AP_EXAMS,1516_AP_EXAMS,1617_AP_EXAMS,1718_AP_EXAMS,1819_AP_EXAMS,1920_AP_EXAMS,2021_AP_EXAMS,2122_AP_EXAMS,2223_AP_EXAMS,2324_AP_EXAMS,1314_AP_STUDENTS,1415_AP_STUDENTS,1516_AP_STUDENTS,1617_AP_STUDENTS,1718_AP_STUDENTS,1819_AP_STUDENTS,1920_AP_STUDENTS,2021_AP_STUDENTS,2122_AP_STUDENTS,2223_AP_STUDENTS,2324_AP_STUDENTS,1314_CC_ACCUMULATION,1415_CC_ACCUMULATION,1516_CC_ACCUMULATION,1617_CC_ACCUMULATION,1718_CC_ACCUMULATION,1819_CC_ACCUMULATION,1920_CC_ACCUMULATION,2021_CC_ACCUMULATION,2122_CC_ACCUMULATION,2223_CC_ACCUMULATION,2324_CC_ACCUMULATION,1314_COLLEGE_GOING,1415_COLLEGE_GOING,1516_COLLEGE_GOING,1617_COLLEGE_GOING,1718_COLLEGE_GOING,1819_COLLEGE_GOING,1920_COLLEGE_GOING,2021_COLLEGE_GOING,2122_COLLEGE_GOING,2223_COLLEGE_GOING,2324_COLLEGE_GOING,1314_COLLEGE_REMEDIATION,1415_COLLEGE_REMEDIATION,1516_COLLEGE_REMEDIATION,1617_COLLEGE_REMEDIATION,1718_COLLEGE_REMEDIATION,1819_COLLEGE_REMEDIATION,1920_COLLEGE_REMEDIATION,2021_COLLEGE_REMEDIATION,2122_COLLEGE_REMEDIATION,2223_COLLEGE_REMEDIATION,2324_COLLEGE_REMEDIATION
2307036,Vilonia Junior High School,8-9,8-9,8-9,9-9,9-9,9-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.00,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2307037,Vilonia Middle School,5-7,5-7,5-8,7-8,7-8,7-8,7-8,7-8,7-8,7-8,7-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2307701,Academy of Technology,2-4,2-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2307702,Academy of Service & Tech,5-6,5-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2402006,Charleston Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2402007,Charleston High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,71.00,67.00,87.00,98.00,111.00,91.00,60.00,64.00,64.00,69.00,N/A,43.00,58.00,54.00,53.00,59.00,74.00,67.00,43.00,44.00,46.00,N/A,N/A,N/A,N/A,21.00,21.46,21.35,20.93,21.65,19.36,20.67,N/A,N/A,N/A,N/A,20.58,20.37,20.09,19.94,20.53,20.16,20.07,N/A,N/A,N/A,N/A,21.40,21.63,21.95,21.58,21.77,19.20,21.11,N/A,N/A,N/A,N/A,21.11,21.39,21.32,20.69,22.09,19.57,20.78,N/A,N/A,N/A,N/A,9.00,5.00,6.00,17.00,12.00,11.00,22.00,N/A,N/A,N/A,N/A,37.00,35.00,21.00,26.00,32.00,32.00,45.00,N/A,N/A,N/A,N/A,31.00,29.00,30.00,31.00,35.00,22.00,35.00,N/A,N/A,N/A,N/A,0.65,0.55,0.61,0.52,0.61,0.67,0.54,N/A,N/A,N/A,N/A,0.73,0.62,0.63,0.62,0.55,0.65,0.57,N/A,N/A,N/A,N/A,0.55,0.49,0.51,0.52,0.49,0.61,0.03,N/A
2403011,County Line Elementary School,K-7,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,2.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2403012,County Line High School,6-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,21.00,19.00,40.00,30.00,34.00,35.00,31.00,21.00,34.00,39.00,N/A,22.00,27.00,29.00,31.00,25.00,32.00,30.00,29.00,19.00,31.00,N/A,N/A,N/A,N/A,19.84,21.84,21.03,19.03,19.59,21.00,19.52,N/A,N/A,N/A,N/A,19.39,21.04,20.03,18.70,18.90,20.63,18.81,N/A,N/A,N/A,N/A,20.55,21.96,21.25,19.70,20.07,22.53,19.68,N/A,N/A,N/A,N/A,20.42,22.76,21.66,19.30,19.93,20.11,19.94,N/A,N/A,N/A,N/A,21.00,11.00,3.00,13.00,10.00,9.00,13.00,N/A,N/A,N/A,N/A,36.00,46.00,36.00,32.00,41.00,19.00,21.00,N/A,N/A,N/A,N/A,25.00,30.00,30.00,31.00,30.00,30.00,17.00,N/A,N/A,N/A,N/A,0.44,0.53,0.87,0.58,0.40,0.46,0.44,N/A,N/A,N/A,N/A,0.50,0.50,0.51,0.44,0.39,0.53,0.55,N/A,N/A,N/A,N/A,0.71,0.52,0.50,0.63,0.69,0.47,0.12,N/A
2404004,Ozark Middle School,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,6-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2404005,Ozark Kindergarten School,K-K,K-K,K-K,P-K,P-K,P-K,P-K,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2404015,Elgin B. Milton Elem. School,1-5,1-5,1-5,1-5,1-5,1-5,1-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2404016,Ozark Junior High School,8-9,8-9,8-9,8-9,8-9,8-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2404017,Ozark High School,10-12,10-12,10-12,10-12,10-12,10-12,8-12,8-12,8-12,8-12,8-12,94.00,87.00,151.00,148.00,166.00,161.00,128.00,126.00,142.00,129.00,N/A,75.00,83.00,87.00,109.00,98.00,110.00,116.00,94.00,75.00,103.00,N/A,N/A,N/A,N/A,19.51,19.19,20.66,19.47,20.48,18.97,18.74,N/A,N/A,N/A,N/A,19.19,18.78,19.63,18.06,19.37,17.36,17.31,N/A,N/A,N/A,N/A,20.15,19.62,21.50,20.63,21.14,19.73,19.76,N/A,N/A,N/A,N/A,19.43,19.08,20.55,19.04,20.35,18.91,19.18,N/A,N/A,N/A,N/A,3.00,10.00,26.00,20.00,11.00,14.00,16.00,N/A,N/A,N/A,N/A,13.00,16.00,50.00,39.00,35.00,45.00,41.00,N/A,N/A,N/A,N/A,16.00,18.00,16.00,37.00,34.00,34.00,36.00,N/A,N/A,N/A,N/A,0.68,0.64,0.70,0.58,0.52,0.64,0.67,N/A,N/A,N/A,N/A,0.57,0.52,0.60,0.62,0.52,0.46,0.46,N/A,N/A,N/A,N/A,0.62,0.68,0.57,0.71,0.59,0.76,0.09,N/A
2501001,Mammoth Spring Elem. School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2501002,Mammoth Spring High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,41.00,36.00,39.00,43.00,27.00,33.00,25.00,28.00,22.00,42.00,N/A,9.00,33.00,27.00,31.00,32.00,23.00,25.00,22.00,25.00,18.00,N/A,N/A,N/A,N/A,20.39,18.53,18.30,19.04,19.27,19.08,17.44,N/A,N/A,N/A,N/A,19.10,17.19,18.17,17.28,18.41,17.56,17.11,N/A,N/A,N/A,N/A,21.06,19.94,18.52,20.16,19.86,19.96,18.06,N/A,N/A,N/A,N/A,20.26,18.19,18.78,19.56,19.73,19.20,17.72,N/A,N/A,N/A,N/A,0.00,2.00,5.00,1.00,N/A,8.00,0.00,N/A,N/A,N/A,N/A,9.00,6.00,9.00,10.00,N/A,12.00,4.00,N/A,N/A,N/A,N/A,9.00,9.00,8.00,5.00,N/A,N/A,4.00,N/A,N/A,N/A,N/A,0.50,0.59,0.63,0.40,0.67,0.67,0.80,N/A,N/A,N/A,N/A,0.45,0.42,0.34,0.40,0.38,0.44,0.13,N/A,N/A,N/A,N/A,0.58,0.75,0.74,0.80,0.73,0.76,0.25,N/A
2502005,Salem Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2502006,Salem High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,64.00,64.00,72.00,79.00,83.00,77.00,77.00,83.00,75.00,87.00,N/A,45.00,55.00,54.00,59.00,53.00,58.00,49.00,62.00,55.00,49.00,N/A,N/A,N/A,N/A,19.69,21.17,20.84,20.04,19.21,20.82,20.10,N/A,N/A,N/A,N/A,18.73,20.45,20.00,18.82,18.52,19.93,18.92,N/A,N/A,N/A,N/A,20.93,21.25,21.19,20.10,19.52,21.15,20.82,N/A,N/A,N/A,N/A,19.44,21.47,20.60,19.92,19.32,20.82,20.55,N/A,N/A,N/A,N/A,7.00,4.00,5.00,7.00,11.00,11.00,1.00,N/A,N/A,N/A,N/A,22.00,16.00,17.00,23.00,11.00,12.00,1.00,N/A,N/A,N/A,N/A,19.00,14.00,15.00,24.00,2.00,2.00,1.00,N/A,N/A,N/A,N/A,0.76,0.57,0.66,0.42,0.67,0.63,0.69,N/A,N/A,N/A,N/A,0.33,0.53,0.51,0.47,0.48,0.59,0.38,N/A,N/A,N/A,N/A,0.69,0.51,0.50,0.61,0.68,0.47,0.14,N/A
2503009,Viola Elementary School,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
2503010,Viola High School,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,7-12,12.00,20.00,32.00,33.00,32.00,31.00,34.00,26.00,30.00,35.00,N/A,16.00,19.00,19.00,23.00,27.00,30.00,25.00,20.00,20.00,23.00,N/A,N/A,N/A,N/A,18.74,18.30,17.93,18.00,19.40,19.90,17.91,N/A,N/A,N/A,N/A,17.30,17.30,16.63,16.80,18.50,18.70,17.78,N/A,N/A,N/A,N/A,19.57,18.30,18.83,18.28,20.95,20.75,17.96,N/A,N/A,N/A,N/A,19.30,18.41,18.63,19.32,19.30,20.65,18.65,N/A,N/A,N/A,N/A,0.00,0.00,0.00,N/A,0.00,0.00,N/A,N/A,N/A,N/A,N/A,17.00,11.00,8.00,N/A,10.00,11.00,N/A,N/A,N/A,N/A,N/A,16.00,14.00,13.00,4.00,8.00,8.00,N/A,N/A,N/A,N/A,N/A,0.67,0.33,0.41,0.43,0.46,0.83,0.75,N/A,N/A,N/A,N/A,0.48,0.62,0.44,0.46,0.25,0.38,0.35,N/A,N/A,N/A,N/A,0.65,0.70,0.83,0.80,0.75,0.60,0.00,N/A
2601001,Cutter-Morning Star Elem. Sch.,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,K-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CV,N/A,N/A,N/A,N/A
